Aboard,Total Death,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Type,cn/In
53,50,31-03-1965,50,,0,Off Tangiers,Morocco,,"Off Tangiers, Morocco",1,Iberia Airlines,EC-ATH,Malaga - Tangiers,Stalled and crashed into the sea 10 nm off the coast of Tangiers. Reason unknown.,30-12-1899 08:04:00,Convair CV-440-62,388
2,2,09-04-1965,2,,0,Bellfontaine,Ohio,,"Bellfontaine, Ohio",1,Ortner Air Service - Taxi,N84R,,Collided with trees while on approach in rain and fog. Took off with one transceiver inoperative and the other failed during the approach.,30-12-1899 00:30:00,Beech C-45H,
54,54,10-04-1965,54,,0,Near Damascus,Syria,,"Near Damascus, Syria",1,Alia Royal Jordanian Airlines,JY-ACQ,Beirut  - Amman,The plane flew into a mountain after taking off from Beirut. Structural failure of the fuselage.,,Handley Page Dart Herald 207,170
27,26,14-04-1965,26,,0,Jersey,UK,,"Jersey, UK",1,British United Airways,G-ANTB,"Paris - Jersey , Channel Islands","The aircraft crashed on its second approach in deteriorating weather condtions, crashing 3,000 feet short of the runway. The aircraft struck the approach lighting when it was flown below the safe approach path during an approach to land in conditions of very low clouds and poor visibility. The pilot disregarded the approach ban applied by his operations manual.",,Douglas C-47B,15762/27207
2,2,17-04-1965,2,,0,Johnstown,Pennsylvania,,"Johnstown, Pennsylvania",1,Baker Aero Inc. - Taxi,N7397P,,Struck trees after an uncontrolled descent. VFR flight into adverse weather conditins.,30-12-1899 19:45:00,Piper PA-24,
5,5,23-04-1965,5,1422,0,Near Seattle,Washington,,"Near Seattle, Washington",1,Aaxico Airlines,N6541C,"Seattle, WA - Ogden, UT","The cargo plane flew into Mt. Rainier at 10,200 ft.  The improper correlation of the aircraft position with respect to obstructing terrain while continuing the flight on a VFR flight plan in instrument weather conditions.",30-12-1899 14:23:00,Douglas DC-6A,45369/984
49,30,05-05-1965,30,401,0,,,,,1,Iberia Airlines,EC-AIN,Madrid - Tenerife,"The pilot, who saw the beginning of the runway clearly, but not the rest of it, decided to make a very low run after which he re-applied power for a go-around. After starting his go-around, the aircraft struck a tractor located 50 meters from the runway edge. Heavily damaged, the plane crashed on the western edge of the diversion canal of the Rodeo gorge. Decision not to divert to Las Palmas in view of the weather conditions.",30-12-1899 21:17:00,Lockheed 1049G-55 Super Constellation,4550
125,119,20-05-1965,119,705,0,Cairo,Egypt,,"Cairo, Egypt",1,Pakistan International Airlines,AP-AMH,Karachi - Dhahran - Cairo - Geneva - London,The aircraft  crashed during its approach.The plane descended during the approach at triple the normal rate until the aircraft struck the ground. The aircraft exceeded the recommended descent rate during the final stages of landing for reasons unknown.,30-12-1899 23:48:00,Boeing B-720-040B,18379
18,18,15-06-1965,18,,0,Near Colombus,Georgia,,"Near Colombus, Georgia",1,Military - U.S. Army / Military - U.S. Army,63-8760/63-8840,,"Two helicopters flying in formation, crashed in mid-air at Benning military base. Ten aboard 8760 and 8 aboard 8840 killed.",30-12-1899 09:50:00,Bell UH-1D / Bell UH1D (helicopters),
85,85,25-06-1965,85,,0,Near Santa Ana,California,,"Near Santa Ana, California",1,Military - U.S. Air Force,60-0373,El Toro -  Honolulu - Okinawa,"Crashed shortly after taking off from El Toro Marine Corps Air Station bound for Okinawa. After attaining an altitude of 1,000 feet, the plane failed to make a left turn and flew into rising terrain. Cause unknown.",30-12-1899 01:46:00,Boeing C-135A,18148
153,0,28-06-1965,0,,0,San Francisco,California,,"San Francisco, California",1,Pan American World Airways,N761PA,San Francisco - Hawaii,"Just after the aircraft took off from San Francisco International Airport, the No. 4 engine disintegrated tearing off 25 feet of the right wing. An emergency landing was safely made at Travis Air Force Base. A plane was dispatched to pick up the passengers at Travis Air Force Base. While attempting to land, and in plain view of the passengers, the nose gear collapsed. Improper turbine rotor positioning during engine assembly and the use of serviceable worn parts. The aircraft was named 'Clipper Friendship.'",30-12-1899 13:10:00,Boeing B-707-321B,18336
66,0,01-07-1965,0,12,0,Kansas City,Missouri,,"Kansas City, Missouri",1,Continental Airlines,N70773,"Los Angeles - Kansas City, MO",The aircraft slid off the end of the runway while landing and broke in two. Hydroplaning of the landing gear wheels which led to braking ineffectiveness.,30-12-1899 05:29:00,Boeing B-707-124,17609/25
4,4,08-10-1965,4,,0,Near Patian,Pakistan,,"Near Patian, Pakistan",1,Pakistan International Airlines,AP-ATT,Rawalpindi - Skardu,The cago plane did not clear a ridge and crashed.,30-12-1899 01:15:00,Fokker F-27 Friendship 200,10279
41,41,06-07-1965,41,,0,Near Oxford,England,,"Near Oxford, England",1,Military -Royal Air Force,TG577,,"The plane, carrying paratroopers, climbed to 2,000 ft., made a left turn and crashed. Fatigue fracture of 2 bolts that attached the elevator to the horizontal stabilizer resulted in an abnormal pitch-up attitude and stall.",30-12-1899 16:00:00,Handley Page Hastings C Mark 1,
31,30,07-07-1965,30,,0,Cairo,Egypt,,"Cairo, Egypt",1,Military - Soviet Air Force,,Cairo - Yamen,Crashed and burned after taking off from Almaza Airport.,,Antonov AN-12,
52,52,08-07-1965,52,21,0,Dog Creek,British Columbia,Canada,"Dog Creek, British Columbia, Canada",1,Canadian PacifiAir Lines,CF-CUQ,Vancouver - Whitehorse,The tail section separated from the fuselage after a bomb exploded in the passenger compartment.  It was believed a saboteur ignited a mixture of acid and gunpowder which may have been poured into the toilet in a suicide-for-insurance scheme.,30-12-1899 16:40:00,Douglas DC-6B,43844/334
19,16,11-07-1965,16,,0,Off Nantucket,Massachusetts,,"Off Nantucket, Massachusetts",1,Military - U.S. Air Force,55-1036,Otis AFB,"The aircraft experienced a lost of the No. 2 engine followed by a fire in the No. 3 engine and ditched in the North Atlantic, 100 miles northeast of Nantucket, in zero-zero weather.",30-12-1899 22:22:00,EC-121H (Super Constellation),4409
12,8,15-07-1965,8,,0,St. Thomas,Virgin Islands,,"St. Thomas, Virgin Islands",1,Virgin Islands Airways,N6503D,,The plane crashed into the water shortly after taking off. The pilot failed to maintain flying speed after lifting off prematurely. Failed to abort takeoff. Selected wrong runway relative to wind. Improperly loaded aircraft.,30-12-1899 17:05:00,de Havilland 106A,
11,11,17-07-1965,11,,0,Off Choushi,Japan,,"Off Choushi, Japan",1,Military - Japan Maritime Self Defense Force,,,Crashed into the sea.,30-12-1899 12:10:00,Lockheed P2V-7,
37,37,25-07-1965,37,,0,Near Libacao,Philippines,,"Near Libacao, Philippines",1,Military - Philippine Air Force,777,Hong Kong - Da Nang,"Crashed and burned on Penay Island on a domestiflight. The plane hit Mt. Madiaat 7,000 ft. in rain, wind and low clouds.",30-12-1899 07:40:00,Douglas C-47,
7,7,04-08-1965,7,,0,Panama City,Panama,,"Panama City, Panama",1,Rutas Internacionales Peruanes,OB-R-769,Panama City - Miami,The No. 2 engine of the cargo plane caught fire while it was taking off. A fire and a fuel tank explosion caused the plane to descend uncontrollably and crash.,30-12-1899 23:34:00,Douglas C-54D,10826
13,13,12-08-1965,13,,0,Near Cuiaba,Brazil,,"Near Cuiaba, Brazil",1,Paraense Transportes Aéreos,PP-BTH,Mato Grosso - Porto Velho,"About 30 minutes after taking off, the aircraft turned back to Mato Grosso with its left engine on fire. While over Buracao, it's left wing and engine broke away from the fuselage and it crashed to the ground.",30-12-1899 11:00:00,Curtiss C-46A,30571
30,30,16-08-1965,30,389,0,Lake Michigan,near Chicago,Illinois,"Lake Michigan, near Chicago, Illinois",1,United Air Lines,N7036U,New York City - Chicago,"The plane crashed into Lake Michigan 19.5 miles east of Lake Forest, Illinois during  an approach and while descending from FL 350. The aircraft made a continuous descent at an average rate of approximately 2,000 feet per minute from 35,000 feet to impact with the water in a clean flight configuration. Officially, a cause could not be determined. The aircraft was dispatched illegally without an operating CVR. Possible misread altimeter. The crew could have read the altimeter as 16,000 instead of  6,000 ft. and continued a descent below what they were cleared for. Possible excessive sink rate. Excessive sink rate is thought to have possibly caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",30-12-1899 20:21:00,Boeing B-727-22,18328/146
4,4,20-08-1965,4,,0,Jeuk,Belgium,,"Jeuk, Belgium",1,LOT Polish Airlines,SP-LVA,Lille - Wroclaw,After making a request to change course to avoid heavy weather the positioning flight suddenly descended and crashed. The overall atmosphericonditions in the vicinity of Jeuk and the circumstances of the accident were such that it was assumed that the pilot lost control of the aircraft when entering a cumulonimbus cloud.,30-12-1899 13:08:00,Vickers 804 Viscount,249
72,59,24-08-1965,59,,0,Hong Kong,,,Hong Kong,1,Military - U.S. Marine Corps,149802,Hong Kong - Da Nang,The plane crashed into Kowloon Bay after taking off from Kai Tak Airport. Pilot error. Commander's decision to proceed with the takeoff with only three engines. Failure to feather the non-functioning engine or trim the plane for a 3 engine takeoff. Decision not to abort after directional control was lost.,30-12-1899 10:10:00,Lockheed KC-130F,3693
5,4,04-09-1965,4,,0,Lake Tustumena,Alaska,,"Lake Tustumena, Alaska",1,Cordova Airlines,N6305U,,The pilot misjudged altitude and distance and crashed into the lake during a descent to land.  VFR flilght into adverse weather conditions.,30-12-1899 09:40:00,Aero Commander 680,
11,11,11-09-1965,11,60,0,Near La Carlota,Phillipines,,"Near La Carlota, Phillipines",1,Filipinas Orient Airways,PI-C942,Cebu - Bacolod,Hit tree tops and crashed into Mt. Kantakan.,30-12-1899 16:25:00,Douglas DC-3A,1926
17,17,14-09-1965,17,,0,Gore,Ethiopia,,"Gore, Ethiopia",1,Ethiopian Airlines,ET-ABI,,,,Douglas DC-3,12000
11,9,16-09-1965,9,,0,Near Pastaza,Ecuador,,"Near Pastaza, Ecuador",1,TAO,HC-AFQ,Coca - Pastaza,Crashed while en route.,30-12-1899 11:02:00,Transportes Aéreos Orientales,17009/34272
39,38,16-09-1965,38,,0,Quang Ngai,South Vietnam,,"Quang Ngai, South Vietnam",1,Air Vietnam (South Vietnam),XV-NIC,,Shot down by Communist ground fire.,,Douglas DC-3,20301
30,30,17-09-1965,30,292,0,Montserrat,Antigua,,"Montserrat, Antigua",1,Pan American World Airways,N708PA,"Fort de France - Saint Johns, Antigua",Crashed into mountains 32 miles southwest of its destination while descending for a landing. Pilot became lost and disoriented. Crew did not determine their position before descending. Navigation error. The aircraft was named 'Clipper Constitution.',30-12-1899 11:25:00,Boeing B-707-121B,17586/1
10,10,31-07-1975,10,,0,Santiago,Chili,,"Santiago, Chili",1,Military - Chilian Air Force,970,,,,Douglas C-47,
19,19,17-10-1965,19,,0,Bucaramanga,Colombia,,"Bucaramanga, Colombia",1,AVIANCA,HK-118/HK-922F,Bogota - Bucaramanga,"Midair collision between a Douglas DC-3 and Piper PA-18.  Eighteen killed on the DC-3, one on the Piper.",,Douglas DC-3 / Piper PA-18A,6182
8,8,17-10-1965,8,,0,Mohanbari,India,,"Mohanbari, India",1,Kalinga Airlines,VT-AUQ,,The cargo plane crashed while dropping supplies.,30-12-1899 07:28:00,Douglas C-47A,19431
13,13,18-10-1965,13,,0,Near Hanoi,Vietnam,,"Near Hanoi, Vietnam",1,International Control Commision,F-BELV,,Shot down by Communist ground fire.,,Boeing 307 Stratoliner B-1,1996
37,1,20-10-1965,1,741,0,Near Manila,Philippines,,"Near Manila, Philippines",1,Philippine Air Lines,PI-C-144,Manila - Tacloban,The aircraft veered to the left after taking off. The pilot lost control and crashed. Failure of the pilot to set the rudder trim tab to the proper position before takeoff and during the flight. Undetected deflection of the rudder trim tab.,30-12-1899 10:33:00,Douglas DC-3,13403
36,36,27-10-1965,36,,0,London,England,,"London, England",1,British European Airways,G-APEE,Edinburgh - London,"The aircraft made two unsuccessfull attempts at landing at Heathrow Airport and overshot the runway. The third time, the plane again overshot the runway, began climbing, then suddenly dove into the runway at a steep angle. Pilot error. Low visibility, crew fatigue, disorientation, lack of experience in overshooting in fog, over-reliance on instruments and incorrect indication of position by instruments.",30-12-1899 01:23:00,Vickers Vanguard 951,708
30,30,02-11-1965,30,,0,Obock,French Somaliland,,"Obock, French Somaliland",1,Military - French Air Force,316410,Djibouti - Obock,The plane crashed and exploded as it attempted to land at Obock. The civilians aboard included a hand-ball team.,,Douglas C-47A,20876
68,68,03-11-1965,68,,0,Off Northern Panama,,,Off Northern Panama,1,Military - Argentine Air Force,TC-48,,Disappeared over the Gulf after the pilot sent a distress message reporting a fire in the No. 3 engine. Cause unknown.,30-12-1899 07:30:00,Douglas C-54,
30,30,08-11-1965,30,,0,Near Boqueron,Colombia,,"Near Boqueron, Colombia",1,Aerolineas TAO,HK-1202,Neiva - San Vicente del Caguan,The plane crashed while en route. Flight on an prohibited route in adverse weather. Flight VFR in IFR conditions.,30-12-1899 12:25:00,Douglas C-47DL,4402
62,58,08-11-1965,58,383,0,Cincinnati Airport,near Covington,Kentucky,"Cincinnati Airport, near Covington, Kentucky",1,American Airlines,N1996,New York City - Cincinnati,"The aircraft crashed short of runway during a visual approach in deteriorating weather conditions. Failure of the flight crew to properly monitor the aircraft's height during the approach into deteriorating weather conditions resulting in an excessive sink rate. Excessive sink rate is thought to have caused four 727 accidents in succession.  Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",30-12-1899 19:02:00,Boeing B-727-23,18901/153
32,32,10-11-1965,32,,0,Murmansk,Russia,,"Murmansk, Russia",1,Aeroflot,CCCP-45086,,Crashed during approach.,,Tupolev TU-124,5351801
91,43,11-11-1965,43,227,0,Salt Lake City,Utah,,"Salt Lake City, Utah",1,United Air Lines,N7030U,Denver - Salt Lake City,"The aircraft crashed short of the runway and collided with runway lights, 335 feet short of the runway, causing the main landing gear to fail followed by a fire. Too high of a descent rate during approach. Failure of the captain to take  timely action to arrest an excessive descent rate during the landing approach. Excessive sink rate is thought to have caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected. Bill Linderman, 45, champion rodeo cowboy killled.",30-12-1899 17:52:00,Boeing B-727-22,18322/130
