Aboard,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Total Death,Type,cn/In,Country,Latitude,Longitude,Name
91,29-08-1998,70,389,10,Quito,Ecuador,,"Quito, Ecuador",1,Cubana de Aviacion,CU-T1264,Quito - Guayaquil - Havana,"The aircraft crashed and burned during takeoff from Quito. The crew tried and failed twice to take off. On the third attempt, the plane struggled to gain altitude, rising a few feet, but settled back to earth plowing past the end of the runway and crashing into an auto body shop and coming to rest in a soccer field. The accident was caused by the late decision of the crew to abort the takeoff.",30-12-1899 13:03:00,80,Tupolev TU-154M,720,EC,-1.831239,-78.183406,Ecuador
8,14-12-1988,8,,5,Near Luxor,Egypt,,"Near Luxor, Egypt",1,GAS Air,5N-AYJ,Dar-es-Salaam - Cairo,After 2 missed approaches at Cairo the plane diverted to Luxor but crashed into a residential neighborhood while attempting to land. Forced landing. Fuel exhaustion.,30-12-1899 21:50:00,13,Boeing B-707-321C,19168/508,EG,26.820553,30.802498,Egypt
3,14-01-2002,3,1278,0,Bilbao,Spain,,"Bilbao, Spain",1,Ibertrans Aérea,EC-GTJ,Madrid - Bilbao,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility.",30-12-1899 07:28:00,3,Embraer EMB-120 Brasilia,120-024,ES,40.463667,-3.74922,Spain
54,13-01-1987,54,,0,Near Asmara,Ethiopia,,"Near Asmara, Ethiopia",1,Military - Ethiopian Air Force,,Asrmara - Addis Ababa,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.,30-12-1899 13:30:00,54,Antonov AN-12,,ET,9.145,40.489673,Ethiopia
109,25-07-2000,109,4590,4,Gonesse,France,,"Gonesse, France",1,Air France,F-BTSC,Paris - New York City,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history.",30-12-1899 16:44:00,113,Aerospatiale BAe Concorde 101,203,FR,46.227638,2.213749,France
12,03-07-1982,12,,0,Oganda,Gabon,,"Oganda, Gabon",1,Air Affaires Gabon,TR-LYQ,,,,12,Cessna 404 Titan,404--425,GA,-0.803689,11.609444,Gabon
62,08-06-1995,0,597,0,Atlanta,Georgia,,"Atlanta, Georgia",1,ValuJet,N908VJ,Atlanta - Miami,The right engine disintegrated and caught fire during takeoff. The takeoff was aborted. Engine parts penetrated cabin and caused  a cabin fire and seriously injured a flight attendant. Fatigue in a compressor disc. Failure of maintenance personnel to properly inspect the engine part during overhaul.,30-12-1899 19:08:00,0,McDonnell Douglas DC-9-32,47321,GE,42.315407,43.356892,Georgia
21,12-05-1962,15,,0,Godthaab,Greenland,,"Godthaab, Greenland",1,East Provincial Airways,CF-IHA,Sondre Stromfjord - Godthab,"While landing on the water, the plane abruptly swerved to the right and sank in a short period of time. Because of a malfunction, the nose wheel doors were not closed and locked. The doors were torn off in the landing, allowing water to enter the wheel well severely damaging the aircraft.",,15,Consolidated Catalina,,GL,71.706936,-42.604303,Greenland
15,26-11-1938,11,,0,Bathurst,Gambia,,"Bathurst, Gambia",1,Deutsche Lufthansa,D-AIVI,,During takeoff the aircraft hit a palm tree and burst into flames due to engine failure.,,11,Junkers JU90V2,4914,GM,13.443182,-15.310139,Gambia
70,17-12-1997,70,241,0,Fotina,Greece,,"Fotina, Greece",1,Aerosweet Airlines (LVOV),UR-42334,Odessa - Thessaloniki,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain.",30-12-1899 21:13:00,70,Yakovlev YAK-42,4520422606,GR,39.074208,21.824312,Greece
18,01-11-1998,11,,0,Near Quetzaltenango,Guatemala,,"Near Quetzaltenango, Guatemala",1,Living Water Teaching Ministries Charter,N3FY,Plaa Grande - Quetzaltenango,"The aircraft crashed into mountainous terrain in fog and rain 44 minutes after leaving Playa Grande, Guatemala. The plane was returning from doing a medical clinifor 3 days in the remote jungles of Playa Grande where no one had seen a doctor before.",30-12-1899 13:14:00,11,Douglas DC-3C,20562,GT,15.783471,-90.230759,Guatemala
16,09-04-1951,16,,0,Cape d'Arguilar,Hong Kong,,"Cape d'Arguilar, Hong Kong",1,Siamese Airways,HS-SAE,Bangkok - Hong Kong,The pilot lost control of the aircraft while attempting too steep a turn and too  low a speed while making an approach at night in dense fog and rain and struck the ground.,,16,Douglas DC-3,,HK,22.396428,114.109497,Hong Kong
3,21-03-1990,3,,0,Las Mesitas,Honduras,,"Las Mesitas, Honduras",1,TAN Honduras,HR-TNL,San Pedro - Tegucigalpa,"The cargo plane descended below the minimum safe altitude and struck a 7,000 mountain in poor weather.",,3,Lockheed L-188CF Electra,1134,HN,15.199999,-86.241905,Honduras
12,18-01-1941,12,,0,Near Nagy-Varad,Hungary,,"Near Nagy-Varad, Hungary",1,Malert Airlines,HA-JUA,,,,12,Junkers JU-52/3m,5523,HU,47.162494,19.503304,Hungary
24,06-04-2009,24,,0,Bandung,Indonesia,,"Bandung, Indonesia",1,Military - Indonesian Air Force,A-2703,Militiary training,"While returning from a military training exercise, and attempting to land, the aircraft struck a hanger and burst into flames.",30-12-1899 12:30:00,24,Fokker F-27 Friendship 400M,10538,ID,-0.789275,113.921327,Indonesia
3,22-06-1967,3,,0,Dublin,Ireland,,"Dublin, Ireland",1,Aer Lingus,EI-AOF,Training,An unintentional stall and incipient spin at a low altitude from which recovery was not possible.,,3,Vickers 803 Viscount,176,IE,53.41291,-8.24389,Ireland
19,07-03-1999,19,,3,New Delhi,India,,"New Delhi, India",1,Military - Indian Air Force,K2673,Gwalior -  Pokhran - New Delhi,"While approaching New Delhi Airport, the plane suddenly veered off its landing path and crashed into a building site and careened into a water tank reservoir. A witness said the plane came in very low and crashed, exploded and burned after severing power lines. A heavy layer of fog covered the area prior to the crash. The crash site was 1.5 miles from the airport.",30-12-1899 08:23:00,22,Antonov AN-32 Transport,108,IN,20.593684,78.96288,India
35,09-01-2007,34,,0,Near Balad Air Base,Iraq,,"Near Balad Air Base, Iraq",1,Moldovan Aeriantur-M Air Cargo,ER-26068,"Adana, Turkey - Balad Air Base, Iraq","The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers.",30-12-1899 12:00:00,34,Antonov 26B-100,11308,IQ,33.223191,43.679291,Iraq
94,06-12-2005,94,,14,Tehran,Iran,,"Tehran, Iran",1,Military - IslamiRepubliof Iran Air Force,5-8512,Tehran - Bandar Abbas,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,30-12-1899 14:15:00,108,Lockheed C-130B Hercules,4386,IR,32.427908,53.688046,Iran
20,31-01-1951,20,,0,Off Hafnarfjorour,Iceland,,"Off Hafnarfjorour, Iceland",1,Icelandair,TF-ISG,Vestmannaeyar Island - Reykjavík,Crashed into the sea 2.5 miles north of the airport after a second landing attempt in snow. The first attempt was aborted because the runway lights were not visible. The crew attempted a second landing but contact was lost with the aircraft. Wreckage was found in the ocean 10 miles from the airport.,30-12-1899 16:45:00,20,Douglas DC-3,12482,IS,64.963051,-19.020835,Iceland
6,24-02-2004,6,,0,Cagliari,Italy,,"Cagliari, Italy",1,City-Jet,OE-FAN,Rome - Cagliari,"The aircraft was on an ambulance flight to Cagliari-Elmas Airport with 2 doctors, 2 nurses and 2 crew aboard. During its approach, the aircraft struck a mountain at 3,000 ft., a few miles from the airport.",30-12-1899 05:50:00,6,Cessna Citation 500,500-0289,IT,41.87194,12.56738,Italy
84,30-06-1973,5,,3,Amman,Jordan,,"Amman, Jordan",1,Aeroflot,CCCP-65668,"Amman, Jordan - Beiruit, Lebanon - Yerevan, Armenia","The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.",,8,Tupolev TU-134A,1351306,JO,30.585164,36.238414,Jordan
275,13-06-1996,3,865,0,Fukuoka,Japan,,"Fukuoka, Japan",1,Garuda Indonesia Airlines,PK-GIE,Fukuoka - Denpasar,The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxifumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.,30-12-1899 12:07:00,3,McDonnell Douglas DC-10-30,46685/284,JP,36.204824,138.252924,Japan
13,24-01-2003,3,,0,Busia,Kenya,,"Busia, Kenya",1,African Commuter Services,5Y-EMJ,Busia - Nairobi,"The plane failed to gain altitude during takeoff, hit power lines and crashed inverted into a house. Kenyan Labor Minister, Ahmed Khalif and the two pilots were killed. The plane was grossly overloaded. The plane which weighed 16 tons, was taking off from an airstrip designed for aircraft weighing less than 5.7 tons.",30-12-1899 16:45:00,3,Grumman G-159 Gulfstream I,158,KE,-0.023559,37.906193,Kenya
110,26-07-1993,68,733,0,Haenam,South Korea,,"Haenam, South Korea",1,Asiana Airlines,HL-7229,Seoul - Mokpo,The aircraft hit Mt. Ungeo at 800 ft. while on approach after two missed landing attempts in high winds and heavy rain. Captain's decision to land in weather that had fallen below minima.,30-12-1899 15:48:00,68,Boeing B-737-5L9,24805/1878,KR,35.907757,127.766922,South Korea
16,16-01-1975,16,,0,Sam Neva,Laos,,"Sam Neva, Laos",1,Aeroflot,,,,,16,Antonov AN-12,,LA,19.85627,102.495496,Laos
60,30-09-1975,60,,0,Off Beirut,Lebanon,,"Off Beirut, Lebanon",1,Malev Hungarian Airlines,HA-LCI,"Budapest - Beirut, Lebanon",The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown.,,60,Tupolev TU-154B,053,LB,33.854721,35.862285,Lebanon
55,29-09-1998,55,602,0,Off Mannar,Sri Lanka,,"Off Mannar, Sri Lanka",1,Lionair,EW-46465,Jaffna - Colombo,"Ten minutes after taking off from Jaffna, the plane disappeared from radar. The aircraft crashed into the sea 35 nm north of Mannar. The plane was shot down by LTTE (Liberation Tigers of Tamil Eelam) rebels.",30-12-1899 13:50:00,55,Antonov AN-24RV,27307901,LK,7.873054,80.771797,Sri Lanka
90,04-03-1967,51,837,5,Monrovia,Liberia,,"Monrovia, Liberia",1,Varig,PP-PEA,Rome - Monrovia,Crashed on short of  the runway during approach. Crew error. The failure of the pilot to arrest the fast descent at a low altitude upon which he had erroneously decided after coming in too high.,30-12-1899 02:56:00,56,McDonnell Douglas DC-8-33,45253/5,LR,6.428055,-9.429499,Liberia
199,27-07-1989,75,803,4,Tripoli,Libya,,"Tripoli, Libya",1,Korean Airlines,HL-7328,Jeddah - Tripoli,The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.,30-12-1899 07:00:00,79,McDonnell Douglas DC-10-30,47887/125,LY,26.3351,17.228331,Libya
106,22-12-1973,106,,0,Near Tetouan,Morocco,,"Near Tetouan, Morocco",1,Sobelair SA (Belgium),OO-SRD,Paris - Tanger,"After missing the outer marker, the aircraft continued off course and crashed into Mt. Mellaline, 20 kms from the airport at an elevation of 2,300 feet in rain. Crew error. The pilot started his final turn too far east of the runway.",30-12-1899 22:10:00,106,Sud-Aviation Caravelle VI-N,069/84,MA,31.791702,-7.09262,Morocco
4,10-04-1953,4,,0,Miandivazo,Madagascar,,"Miandivazo, Madagascar",1,Air France,F-BALE,,The cargo plane crashed on take off.,,4,Junkers JU-5/-3m,090,MG,-18.766947,46.869107,Madagascar
43,21-09-1995,42,,0,Near Moron,Mongolia,,"Near Moron, Mongolia",1,MIAT - Mongolian Airlines,BNMAU-10103,Ulan Bator - Moron,The plane crashed into mountains after a premature descent.,30-12-1899 12:30:00,42,Antonov AN-24RV,573101103,MN,46.862496,103.846656,Mongolia
18,26-05-1952,1,251,0,Near Atar,Mauritania,,"Near Atar, Mauritania",1,British Overseas Airways,G-ALDN,Tripoli - Kano,"The crew became lost in the desert, ran out of fuel and made a forced landing.  Survivors had to be led by a rescue team 15 miles to an oasis before they could be evacuated.  The co-pilot died 5 days later from head injuries suffered in the accident. Navagational errors by the crew. Improper adjustment of the parameters of the  gyroscopicompass CL2 Gyrosyn by the navigator.  Absence of radio assistance and incorrect use of the compasses. Captain's decision  to use the gyroscopicompass in the place of the magneticompass which was inoperative. The aircraft was named 'Horus.'",30-12-1899 08:45:00,1,Handley Page HP-81 Hermes IV,HP-81/15,MR,21.00789,-10.940835,Mauritania
5,14-08-1946,1,,0,Malta-Luqa,Malta,,"Malta-Luqa, Malta",1,BOAC,G-AGHT,,"The port engine and, later, the starboard engine failed as the result of fuel starvation. Circumstantial evidence suggests strongly that this was caused by the inadvertent selection of the auxiliary fuel tanks which at that time contained only a small amount of fuel.",,1,Douglas C-47A,10103,MT,35.937496,14.375416,Malta
2,10-01-2007,2,,0,Zapotlanejo,Mexico,,"Zapotlanejo, Mexico",1,Ameristar Jet Charter,N444TW,"Laredo, TX - Guadalajara, Mexico","The cargo plane crashed and burst into flames in a rural hilly area about 15 miles from Miguel Hidalgo Airport, Guadalajara, Mexico.",30-12-1899 23:15:00,2,Learjet 24F,348,MX,23.634501,-102.552784,Mexico
53,15-09-1995,34,2133,0,Tawau,Malaysia,,"Tawau,  Malaysia",1,Malaysia Airlines,9M-MGH,Kota Kinabalu - Tawau,"Following a visual approach, the aircraft landed long and fast and overran the end of the runway into a shanty town while attempting a go-around.",30-12-1899 12:22:00,34,Fokker 50,20174,MY,4.210484,101.975766,Malaysia
54,30-03-1986,49,,0,Near Pemba,Mozambique,,"Near Pemba, Mozambique",1,Military - Mozambique Air Force,042,Pemba - Maputo,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.,30-12-1899 10:15:00,49,Antonov AN-26,,MZ,-18.665695,35.529562,Mozambique
109,10-12-2005,108,1145,0,Near Port Harcourt,Nigeria,,"Near Port Harcourt, Nigeria",1,Sosoliso Airlines,5NBFD,Abuja - Port Harcourt,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear.",30-12-1899 14:08:00,108,McDonnell DC-9-32,47562/685,NG,9.081999,8.675277,Nigeria
